node_id,pod_id,cpu_usage,disk_usage,memory_usage,network_in(MB/sec),network_out(MB/sec),node_status,pod_count,node_failure,name_space,cpu_usage_pod,memory_usage_pod,restart_count,pod_status,pod_scheduled_latency(ms),pod_failure,service_name,network_latency,packet_loss(%),api_request_count,api_error_rate(%),network_issue,log_message,event_type,event_reason,service_disruption,timestamp,total_usage
2,7,0.061061061061061066,0.6923847695390781,0.494,0.794,0.039,1,0.38,True,3,0.2972972972972973,0.8261306532663317,0.4,11,0.04042829980986692,False,16,0.8667733546709342,0.86,0.3734987990392314,0.967935871743487,False,7,15,1,True,76,1.2474458306001392
4,14,0.7807807807807807,0.6392785571142284,0.701,0.9740000000000001,0.5720000000000001,2,0.34,True,2,0.8668668668668668,0.8804020100502512,0.9,1,0.6629640748523967,True,18,0.6697339467893579,0.52,0.05764611689351481,0.6162324649298597,True,4,17,28,True,297,2.121059337895009
5,32,0.8688688688688689,0.4709418837675351,0.069,0.474,0.08199999999999999,2,0.44,True,12,0.5805805805805806,0.43718592964824127,0.30000000000000004,5,0.4986490543380367,False,10,0.498499699939988,0.97,0.654123298638911,0.5310621242484971,True,6,15,19,True,59,1.4088107526364042
5,8,0.9229229229229229,0.6032064128256512,0.604,0.562,0.474,1,0.4,False,13,0.1871871871871872,0.8884422110552763,1.0,7,0.792154508155709,True,6,0.7373474694938988,0.42000000000000004,0.04563650920736589,0.10120240480961923,True,4,23,11,True,143,2.130129335748574
4,28,0.8128128128128128,0.2865731462925852,0.881,0.968,0.89,1,0.9,False,1,0.955955955955956,0.5256281407035175,0.4,8,0.0068047633343340345,False,8,0.6843368673734748,0.77,0.2610088070456365,0.11923847695390781,True,15,11,24,True,261,1.980385959105398
2,4,0.16916916916916916,0.06412825651302605,0.965,0.78,0.152,2,0.48,False,8,0.8378378378378378,0.23618090452261306,1.0,6,0.8727108976283399,False,11,0.374874974994999,0.76,0.6387109687750199,0.4549098196392785,True,22,9,21,True,167,1.1982974256821952
3,13,0.7767767767767768,0.40881763527054105,0.745,0.613,0.525,1,0.92,False,6,0.2682682682682683,0.5065326633165829,0.6000000000000001,5,0.3990793555488843,True,0,0.9177835567113423,0.66,0.25360288230584466,0.4428857715430861,True,28,12,26,False,174,1.9305944120473177
1,13,0.7747747747747747,0.49699398797595185,0.17600000000000002,0.9390000000000001,0.799,2,0.9,True,11,0.07707707707707707,0.3236180904522613,0.4,6,0.3999799859901932,True,4,0.3102620524104821,0.45,0.2966373098478783,0.0751503006012024,True,3,14,26,True,209,1.4477687627507265
4,1,0.5485485485485485,0.5661322645290581,0.664,0.003,0.266,0,0.54,False,7,0.9319319319319319,0.03919597989949749,0.6000000000000001,6,0.6110277194035825,False,17,0.988997799559912,0.96,0.13350680544435548,0.7575150300601203,False,9,8,11,False,346,1.7786808130776066
5,23,0.95995995995996,0.1933867735470942,0.20800000000000002,0.247,0.8790000000000001,2,0.44,False,13,0.7737737737737738,0.7437185929648241,0.2,11,0.2955068547983589,False,7,0.9277855571114223,0.05,0.4027221777421937,0.5981963927855711,True,27,19,38,False,189,1.3613467335070542
0,2,0.2792792792792793,0.966933867735471,0.054000000000000006,0.261,0.34299999999999997,0,0.08,False,4,0.7147147147147148,0.02914572864321608,0.1,5,0.41869308515961184,False,13,0.5411082216443288,0.66,0.9807846277021616,0.15430861723446893,True,6,6,39,False,266,1.3002131470147502
1,14,0.08208208208208208,0.11422845691382764,0.386,0.6020000000000001,0.375,1,0.2,True,5,0.7667667667667667,0.7045226130653266,0.30000000000000004,3,0.3643550485339739,False,14,0.6027205441088218,0.8900000000000001,0.1435148118494796,0.04509018036072144,False,8,13,34,False,198,0.5823105389959097
4,7,0.16616616616616614,0.5881763527054108,0.8470000000000001,0.605,0.636,1,0.8,False,5,0.5975975975975977,0.9487437185929647,0.6000000000000001,11,0.08616031221855298,False,9,0.6715343068613723,0.76,0.08566853482786228,0.1032064128256513,False,3,3,11,True,302,1.601342518871577
4,26,1.0,0.7354709418837675,0.314,0.53,0.721,1,0.12,False,1,0.23123123123123124,0.6261306532663317,0.7000000000000001,6,0.7732412688882218,False,19,0.3436687337467494,0.12,0.7309847878302641,0.8997995991983969,False,16,18,33,True,147,2.0494709418837678
0,0,0.5125125125125125,0.8597194388777555,0.5660000000000001,0.603,0.147,0,0.44,True,10,0.15515515515515516,0.08241206030150755,0.8,0,0.19353547483238268,True,12,0.705741148229646,0.73,0.1565252201761409,0.8396793587174349,True,7,16,25,False,306,1.938231951390268
1,15,0.4494494494494495,0.1753507014028056,0.196,0.7220000000000001,0.474,0,0.34,True,0,0.95995995995996,0.21306532663316582,0.4,8,0.2709896927849495,True,18,0.08401680336067213,0.81,0.6080864691753401,0.2915831663326653,True,6,13,21,False,226,0.8208001508522551
5,19,0.3893893893893894,0.594188376753507,0.34700000000000003,0.387,0.135,0,0.66,True,5,0.7237237237237237,0.6532663316582914,0.0,5,0.2489742819973982,True,5,0.5713142628525706,0.73,0.8262610088070456,0.3466933867735471,False,6,17,28,False,44,1.3305777661428964
3,21,0.7307307307307307,0.8897795591182365,0.344,0.658,0.608,0,0.46,True,16,0.15615615615615616,0.264321608040201,0.1,7,0.8133693585509858,True,17,0.6051210242048409,0.18000000000000002,0.5758606885508406,0.5721442885771544,True,6,15,10,True,300,1.9645102898489673
5,10,0.8238238238238239,0.312625250501002,0.09,0.19399999999999998,0.5870000000000001,2,0.28,False,13,0.5745745745745745,0.8894472361809045,0.4,9,0.4145902131492045,False,15,0.27665533106621326,0.44000000000000006,0.6797437950360288,0.3076152304609218,False,28,15,37,True,255,1.226449074324826
4,23,0.7767767767767768,0.3557114228456914,0.152,0.557,0.231,0,0.32,False,1,0.43243243243243246,0.7939698492462312,0.6000000000000001,9,0.8990293205243671,False,16,0.20584116823364673,0.7400000000000001,0.24719775820656523,0.11222444889779559,True,27,21,23,True,179,1.2844881996224682
3,3,0.7177177177177178,0.5380761523046091,0.156,0.319,0.561,1,0.04,True,15,0.6556556556556556,0.264321608040201,0.8,9,0.8987291103772641,True,1,0.623124624924985,0.48,0.6471176941553242,0.4729458917835671,False,11,18,2,True,73,1.411793870022327
3,2,0.6626626626626626,0.3707414829659319,0.378,0.559,0.907,1,0.88,True,2,0.3793793793793794,0.05728643216080403,0.7000000000000001,5,0.44531171820274196,False,1,0.0696139227845569,0.9800000000000001,0.6122898318654924,0.6472945891783568,True,1,8,39,True,291,1.4114041456285946
3,30,0.8628628628628628,0.14028056112224446,0.172,0.528,0.113,0,0.56,False,0,0.36936936936936937,0.4984924623115578,1.0,8,0.9466626638647054,False,17,0.2464492898579716,0.9900000000000001,0.6331064851881504,0.9138276553106213,True,23,12,25,True,295,1.1751434239851073
4,28,0.6646646646646647,0.6032064128256512,0.5670000000000001,0.015,0.479,0,0.46,False,5,0.2972972972972973,0.46733668341708545,0.2,3,0.6874812368658062,False,16,0.706741348269654,0.11000000000000001,0.37690152121697357,0.8306613226452906,False,4,14,10,False,316,1.834871077490316
3,4,0.19319319319319317,0.6863727454909819,0.7640000000000001,0.20600000000000002,0.663,2,0.06,True,8,0.996996996996997,0.30452261306532663,0.2,7,0.5346742719903933,True,19,0.9521904380876175,0.51,0.24819855884707764,0.4048096192384769,True,4,19,13,False,339,1.6435659386841752
2,23,0.45045045045045046,0.3807615230460922,0.185,0.9109999999999999,0.0,2,0.28,False,17,0.8398398398398399,0.8361809045226131,0.6000000000000001,5,0.3656559591714201,True,8,0.7461492298459692,0.31000000000000005,0.377502001601281,0.8226452905811624,False,6,12,19,False,350,1.0162119734965427
2,11,0.7127127127127127,0.1002004008016032,0.414,0.98,0.5670000000000001,2,0.76,False,10,0.9669669669669669,0.8110552763819096,0.6000000000000001,9,0.18502952066446512,False,0,0.10042008401680337,0.22999999999999998,0.048839071257005595,0.0060120240480961915,True,3,10,29,True,204,1.2269131135143159
2,10,0.029029029029029027,0.7054108216432865,0.9540000000000001,0.891,0.6829999999999999,1,0.8,True,1,0.7897897897897899,0.4462311557788945,0.30000000000000004,5,0.17292104473131192,False,3,0.9801960392078416,0.6200000000000001,0.29943955164131303,0.052104208416833664,False,3,23,3,False,235,1.6884398506723155
1,20,0.34234234234234234,0.281563126252505,0.634,0.574,0.33899999999999997,2,0.12,False,4,0.0990990990990991,0.4914572864321608,0.9,10,0.8603022115480837,False,19,0.2970594118823765,0.91,0.6002802241793433,0.780561122244489,True,6,7,24,False,340,1.2579054685948474
1,26,0.5405405405405406,0.3777555110220441,0.049,0.172,0.619,0,0.14,True,2,0.5575575575575575,0.30251256281407035,0.1,5,0.7919543680576404,False,5,0.3244648929785957,0.6900000000000001,0.7750200160128101,0.0030060120240480957,False,19,22,27,True,95,0.9672960515625847
1,33,0.941941941941942,0.656312625250501,0.368,0.645,0.251,2,0.36,True,17,0.6406406406406406,0.6623115577889446,0.5,7,0.24206944861402985,True,10,0.6813362672534508,0.06999999999999999,0.6473178542834267,0.7074148296593187,False,20,18,4,False,344,1.966254567192443
3,15,0.3993993993993994,0.36172344689378755,0.8079999999999999,0.657,0.9490000000000001,1,0.76,True,11,0.18918918918918917,0.9557788944723618,0.5,7,0.7835484839387572,False,10,0.3702740548109622,0.5,0.18855084067253802,0.8186372745490982,True,6,3,29,False,6,1.569122846293187
5,28,0.001001001001001001,0.15831663326653306,0.937,0.157,0.54,2,0.38,False,15,0.14014014014014015,0.13266331658291458,0.2,8,0.5613929750825579,True,0,0.7849569913982796,0.58,0.5456365092073658,0.5040080160320641,False,19,9,32,True,172,1.096317634267534
1,6,0.5925925925925926,0.052104208416833664,0.611,0.39299999999999996,0.12300000000000001,0,0.38,False,2,0.6976976976976977,0.5366834170854271,0.0,6,0.5331732212548784,False,14,0.43228645729145826,0.33,0.4597678142514011,0.5981963927855711,True,6,20,5,True,203,1.2556968010094263
5,5,0.09309309309309309,0.3336673346693387,0.5820000000000001,0.9670000000000001,0.502,2,0.3,True,6,0.36336336336336333,0.8472361809045226,0.1,3,0.4619233463424398,True,10,0.2994598919783957,0.35000000000000003,0.18294635708566853,0.8116232464929859,True,7,9,36,True,165,1.0087604277624318
0,5,0.963963963963964,0.2685370741482966,0.297,0.36100000000000004,0.498,2,0.96,True,7,0.9109109109109109,0.38090452261306534,0.2,6,0.08956269388572001,False,7,0.7225445089017803,0.03,0.44075260208166533,0.10220440881763528,False,28,6,33,True,244,1.5295010381122607
0,2,0.7417417417417418,0.7014028056112225,0.753,0.516,0.20500000000000002,0,0.24,True,0,0.26126126126126126,0.5045226130653265,0.8,6,0.3397378164715301,False,6,0.2638527705541108,0.27,0.6889511609287429,0.7434869739478958,False,22,16,29,True,268,2.196144547352964
2,25,0.9879879879879879,0.7444889779559118,0.766,0.24,0.583,1,0.7000000000000001,True,6,0.7677677677677678,0.8371859296482411,0.5,1,0.30531371960372267,True,14,0.6117223444688938,0.8900000000000001,0.4185348278622898,0.20140280561122242,True,21,16,11,False,301,2.4984769659438997
2,9,0.2782782782782783,0.06412825651302605,0.389,0.823,0.203,0,0.4,True,6,0.3663663663663664,0.054271356783919596,0.30000000000000004,11,0.9234464124887422,False,4,0.41088217643528707,0.24,0.9031224979983986,0.685370741482966,True,22,8,9,True,299,0.7314065347913042
1,20,0.8168168168168168,0.998997995991984,0.187,0.22899999999999998,0.5920000000000001,2,0.96,True,12,0.029029029029029027,0.25829145728643216,0.30000000000000004,7,0.8363854698288803,False,17,0.631126225245049,0.87,0.1797437950360288,0.6943887775551103,False,3,20,23,True,239,2.002814812808801
5,31,0.4674674674674675,0.6102204408817635,0.27899999999999997,0.188,0.052000000000000005,1,0.8,False,15,0.7057057057057057,0.9668341708542714,0.6000000000000001,10,0.020414290003002104,False,9,0.5485097019403881,0.26,0.7816253002401921,0.43687374749499,False,13,8,31,False,22,1.356687908349231
4,17,0.3333333333333333,0.07214428857715431,0.22899999999999998,0.8590000000000001,0.9920000000000001,0,0.46,True,0,0.7687687687687688,0.6442211055276381,0.5,8,0.9780846592614831,True,9,0.5599119823964792,0.47000000000000003,0.26281024819855886,0.9218436873747494,False,19,11,30,False,213,0.6344776219104876
5,29,0.001001001001001001,0.6713426853707415,0.917,0.19399999999999998,0.329,0,0.44,True,14,0.7177177177177178,0.8090452261306532,0.30000000000000004,8,0.42449714800360255,True,15,0.10662132426485296,0.36000000000000004,0.1821457165732586,0.22044088176352705,False,12,3,5,True,152,1.5893436863717425
3,8,0.4874874874874875,0.6142284569138277,0.929,0.435,0.657,1,0.76,True,9,0.8708708708708709,0.08643216080402011,0.4,11,0.8680076053237267,False,19,0.9713942788557712,0.34,0.8378702962369895,0.8827655310621243,False,22,17,5,False,288,2.030715944401315
5,29,0.4124124124124124,0.1593186372745491,0.001,0.55,0.065,2,0.9,False,9,0.7827827827827828,0.1829145728643216,0.4,3,0.6309416591614131,True,0,0.3068613722744549,0.97,0.11629303442754203,0.8517034068136272,False,22,9,36,True,123,0.5727310496869615
0,4,0.3173173173173173,0.8987975951903808,0.18300000000000002,0.9359999999999999,0.935,2,0.26,False,9,0.13613613613613612,0.09547738693467336,0.30000000000000004,6,0.09766836785750026,False,16,0.6851370274054811,0.77,0.7580064051240992,0.11022044088176351,True,25,17,19,True,160,1.3991149125076983
3,14,0.3133133133133133,0.10420841683366733,0.8470000000000001,0.392,0.11599999999999999,2,0.16,True,4,0.3873873873873874,0.865326633165829,0.30000000000000004,2,0.9501651155809068,False,5,0.5803160632126426,0.8400000000000001,0.9671737389911929,0.14629258517034066,True,19,23,2,False,3,1.2645217301469809
3,0,0.3533533533533534,0.625250501002004,0.479,0.402,0.4,2,0.58,False,5,0.6136136136136136,0.05728643216080403,0.5,4,0.12368658060642451,False,4,0.04300860172034407,0.13,0.8576861489191352,0.7615230460921844,False,20,14,0,True,8,1.4576038543553573
4,30,0.6296296296296297,0.906813627254509,0.327,0.526,0.8,2,0.12,False,0,0.40040040040040037,0.33266331658291454,0.6000000000000001,5,0.3234263984789353,False,3,0.5497099419883977,0.58,0.14631705364291434,0.038076152304609215,False,11,3,25,True,164,1.8634432568841386
5,29,0.8278278278278278,0.3977955911823647,0.146,0.373,0.133,0,0.34,False,13,0.6986986986986987,0.5889447236180904,0.8,2,0.07535274692284599,False,13,0.08021604320864173,0.9,0.3971176941553242,0.3426853707414829,False,22,15,32,False,318,1.3716234190101926
0,0,0.32932932932932935,0.7925851703406813,0.16899999999999998,0.783,0.131,2,0.12,False,7,0.5725725725725725,0.7869346733668341,0.4,2,0.6868808165716002,True,18,0.5953190638127626,0.38,0.25280224179343475,0.08517034068136271,True,12,11,18,False,183,1.2909144996700106
4,11,0.3203203203203204,0.5531062124248497,0.335,0.875,0.341,0,0.92,True,4,0.10510510510510511,0.9668341708542714,0.9,4,0.1499049334534174,False,19,0.44968993798759754,0.35000000000000003,0.3386709367493995,0.31162324649298595,False,8,5,23,True,106,1.20842653274517
1,14,0.6576576576576576,0.2565130260521042,0.272,0.405,0.639,0,0.76,False,4,0.7977977977977978,0.7045226130653266,0.0,1,0.13389372560792556,True,8,0.34106821364272855,0.61,0.30944755804643714,0.5531062124248497,True,12,10,30,True,164,1.1861706837097619
4,19,0.18418418418418417,0.5711422845691383,0.429,0.136,0.775,0,0.24,False,12,0.14014014014014015,0.09949748743718594,0.4,7,0.3506454518162715,False,1,0.8019603920784156,0.19,0.021617293835068052,0.2925851703406814,True,28,4,23,False,273,1.1843264687533224
5,17,0.4794794794794795,0.04208416833667335,0.179,0.07200000000000001,0.519,2,0.48,True,5,0.013013013013013013,0.06231155778894473,0.30000000000000004,8,0.6061242870009006,False,5,0.6893378675735148,0.25,0.6737389911929542,0.3386773547094188,False,17,7,18,False,346,0.7005636478161529
3,11,0.5145145145145146,0.3496993987975952,0.622,0.228,0.354,0,0.56,False,12,0.6686686686686686,0.271356783919598,0.9,3,0.8204743320324228,True,7,0.33466693338667736,0.5,0.9499599679743794,0.9158316633266533,False,16,20,28,True,160,1.4862139133121097
3,31,0.95995995995996,0.2595190380761523,0.537,0.627,0.65,2,0.08,True,16,0.8618618618618618,0.7517587939698492,0.0,0,0.9109376563594517,False,13,0.008201640328065612,0.9400000000000001,0.48158526821457165,0.07715430861723446,False,14,15,9,False,232,1.7564789980361122
2,21,0.2002002002002002,0.8807615230460921,0.16,0.637,0.04,2,0.8,True,8,0.5475475475475475,0.9045226130653267,0.4,10,0.4580206144301011,True,15,0.34006801360272054,0.96,0.24679743795036027,0.9398797595190381,True,27,16,31,True,86,1.2409617232462924
2,20,0.12912912912912913,0.9048096192384769,0.9840000000000001,0.187,0.554,2,0.9,False,12,0.3123123123123123,0.7427135678391958,0.9,0,0.08225758030621436,False,9,0.3058611722344469,0.81,0.3312650120096077,0.7725450901803608,True,15,21,10,False,172,2.017938748367606
4,0,0.2852852852852853,0.8707414829659318,0.669,0.9450000000000001,0.359,1,0.3,False,6,0.3523523523523524,0.4271356783919598,1.0,9,0.14330031021715203,False,10,0.74374874974995,0.33,0.3498799039231385,0.9569138276553106,True,13,18,5,False,215,1.8250267682512171
3,2,0.06206206206206206,0.8396793587174348,0.8590000000000001,0.20199999999999999,0.47600000000000003,2,0.24,True,14,0.5325325325325325,0.49949748743718597,0.6000000000000001,8,0.6859801861302913,False,3,0.8077615523104621,0.12,0.17934347477982385,0.9298597194388778,False,3,13,29,True,206,1.760741420779497
0,12,0.6636636636636637,0.7014028056112225,0.48600000000000004,0.489,0.035,2,0.52,True,15,0.2862862862862863,0.6080402010050251,0.4,4,0.22035424797358152,True,5,0.5823164632926586,0.010000000000000002,0.931945556445156,0.9268537074148296,True,21,1,12,False,7,1.8510664692748862
1,14,0.018018018018018014,0.7955911823647294,0.556,0.09699999999999999,0.742,1,0.8200000000000001,True,1,0.4234234234234234,0.08542713567839195,0.7000000000000001,5,0.12178524967477236,True,12,0.6953390678135628,0.13,0.42994395516413125,0.9509018036072144,False,4,20,38,False,266,1.3696092003827474
3,14,0.017017017017017015,0.5190380761523046,0.761,0.559,0.664,0,0.78,True,0,0.031031031031031032,0.32964824120603015,0.2,10,0.9380566396477535,True,16,0.6483296659331866,0.4,0.24259407526020815,1.0,False,24,15,23,True,56,1.2970550931693214
2,26,0.3033033033033033,0.782565130260521,0.546,0.439,0.64,0,1.0,False,7,0.15615615615615616,0.6673366834170853,0.7000000000000001,0,0.6212348644050836,False,17,0.4356871374274855,0.5,0.7794235388310647,0.9969939879759518,False,28,0,33,False,317,1.6318684335638243
2,14,0.7557557557557557,0.6202404809619239,0.9720000000000001,0.87,0.233,2,0.32,False,9,0.6496496496496497,0.6673366834170853,0.2,2,0.45571900330231174,True,0,0.30126025205041007,0.43,0.3598879103282626,0.7334669338677354,False,22,23,33,True,306,2.34799623671768
3,31,0.45845845845845845,0.5711422845691383,0.20199999999999999,0.21600000000000003,0.938,0,0.9400000000000001,False,12,0.7537537537537538,0.5135678391959798,0.0,4,0.21645151606124288,True,4,0.07321464292858572,0.8900000000000001,0.659527622097678,0.6172344689378758,True,19,19,34,False,92,1.2316007430275966
1,29,0.7337337337337339,0.656312625250501,0.031000000000000003,0.409,0.685,2,0.96,False,7,0.5195195195195195,0.8663316582914573,0.8,1,0.06714700290203142,True,14,0.6427285457091418,0.91,0.7459967974379502,0.842685370741483,True,12,23,35,False,332,1.4210463589842348
4,32,0.13913913913913914,0.48897795591182364,0.9820000000000001,0.8290000000000001,0.44200000000000006,1,0.8,True,15,0.13213213213213212,0.07537688442211056,0.30000000000000004,7,0.009806864805363755,False,0,0.5739147829565913,0.55,0.9107285828662929,0.9248496993987977,False,9,7,33,True,30,1.610117095050963
4,30,0.7097097097097097,0.2985971943887775,0.541,0.9740000000000001,0.158,1,0.56,True,8,0.3033033033033033,0.0592964824120603,0.7000000000000001,6,0.27479235464825386,False,19,0.5501100220044008,0.44000000000000006,0.46697357886309043,0.5340681362725451,True,13,13,7,False,2,1.5493069040984873
5,30,0.30930930930930933,0.7635270541082164,0.39299999999999996,0.8200000000000001,0.027999999999999997,2,0.34,False,7,0.6906906906906907,0.2592964824120603,0.4,4,0.4910437306114281,True,13,0.8615723144628925,0.09000000000000001,0.8574859887910328,0.9118236472945891,True,0,18,5,False,346,1.4658363634175258
2,29,0.1101101101101101,0.811623246492986,0.748,0.758,0.946,0,0.8200000000000001,True,14,0.954954954954955,0.8402010050251255,0.9,8,0.29060342239567705,True,19,0.4584916983396679,0.04000000000000001,0.16032826261008806,0.3186372745490982,False,9,13,14,False,297,1.669733356603096
3,2,0.12212212212212212,0.17334669338677353,0.826,0.292,0.344,2,0.74,True,13,0.5775775775775776,0.9668341708542714,0.2,10,0.08746122285599921,True,8,0.5359071814362872,0.5,0.45116092874299435,0.1503006012024048,True,7,8,38,False,175,1.1214688155088957
0,25,0.8308308308308308,0.6533066132264529,0.8240000000000001,0.3,0.688,2,0.2,False,10,0.8318318318318317,0.75678391959799,0.7000000000000001,3,0.533973781647153,True,6,0.22244448889777957,0.06,0.7111689351481184,0.9769539078156312,False,23,18,34,True,196,2.3081374440572837
0,27,0.09509509509509509,0.8386773547094188,0.05,0.797,0.244,1,0.92,False,8,0.018018018018018018,0.027135678391959798,0.5,7,0.9259481637146003,False,15,0.16723344668933784,0.8,0.6405124099279422,0.874749498997996,False,22,7,33,False,164,0.983772449804514
2,15,0.17417417417417416,0.2975951903807615,0.7140000000000001,0.46799999999999997,0.851,1,0.68,True,12,0.6826826826826827,0.16683417085427138,0.9,9,0.581206844791354,False,4,0.9425885177035407,0.49000000000000005,0.2864291433146517,0.45190380761523047,True,5,1,39,True,240,1.1857693645549356
3,18,0.5705705705705706,0.1312625250501002,0.867,0.141,0.53,1,0.3,True,16,0.7177177177177178,0.7045226130653266,0.30000000000000004,1,0.9778845191634145,True,0,0.8725745149029805,0.36000000000000004,0.411128903122498,0.527054108216433,False,21,16,0,True,47,1.5688330956206709
0,10,0.8038038038038039,0.2565130260521042,0.226,0.3,0.252,1,0.18,False,17,0.8918918918918918,0.9025125628140703,1.0,1,0.3814670269188432,False,17,0.26205241048209643,0.42000000000000004,0.12950360288230583,0.8396793587174349,False,18,22,24,True,316,1.2863168298559082
0,30,0.2642642642642643,0.755511022044088,0.934,0.383,0.8470000000000001,0,0.26,False,14,0.37337337337337334,0.12763819095477388,0.5,9,0.1766236365455819,True,15,0.3490698139627926,0.04000000000000001,0.1667333867093675,0.09018036072144288,False,7,13,4,False,72,1.9537752863083524
5,3,0.023023023023023025,0.06713426853707415,0.9990000000000001,0.706,0.498,1,0.18,False,9,0.011011011011011013,0.7597989949748744,0.7000000000000001,6,0.9256479535674974,True,19,0.1864372874574915,0.17,0.10688550840672538,0.24048096192384769,True,17,2,7,True,244,1.0891572915600973
2,4,0.6656656656656657,0.16232464929859716,0.5650000000000001,0.92,0.188,1,0.3,True,0,0.8208208208208209,0.5015075376884421,1.0,4,0.26118282797958575,True,10,0.02560512102420484,0.1,0.20936749399519614,0.5390781563126252,True,15,14,9,False,2,1.392990314964263
0,3,0.09909909909909909,0.2655310621242485,0.6609999999999999,0.36600000000000005,0.866,0,0.46,False,10,0.924924924924925,0.23316582914572864,0.2,0,0.7847493245271691,False,13,0.6083216643328666,0.13,0.9259407526020815,0.9969939879759518,True,10,20,8,True,140,1.0256301612233476
0,18,0.08808808808808809,0.6713426853707415,0.257,0.757,0.956,1,0.38,False,11,0.9439439439439439,0.549748743718593,0.5,3,0.8347843490443311,False,0,0.809361872374475,0.61,0.7167734187349879,0.21142284569138275,True,10,2,33,True,250,1.0164307734588296
5,19,0.19119119119119118,0.4519038076152304,0.512,0.129,0.9820000000000001,2,0.18,False,16,0.5045045045045045,0.0020100502512562816,0.5,5,0.34484138897228067,True,19,0.051610322064412885,0.5599999999999999,0.6136909527622096,0.20541082164328658,False,24,7,5,True,352,1.1550949988064216
5,4,0.7677677677677678,0.9969939879759518,0.121,0.7340000000000001,0.17300000000000001,2,0.62,True,17,0.5665665665665666,0.5587939698492461,0.0,4,0.5284699289502651,True,17,0.2980596119223845,0.22999999999999998,0.48318654923939147,0.13326653306613226,False,17,18,12,True,295,1.8857617557437196
5,2,0.8718718718718719,0.8847695390781563,0.778,0.8250000000000001,0.012,1,0.98,True,12,0.947947947947948,0.7748743718592964,1.0,10,0.423696587611328,False,15,0.5237047409481896,0.9199999999999999,0.17313851080864692,0.09519038076152304,True,25,21,6,True,24,2.5346414109500284
4,2,0.7747747747747747,0.1783567134268537,0.006,0.878,0.439,2,0.9,True,6,0.13213213213213212,0.41809045226130653,0.1,7,0.20544381066746725,True,19,0.47509501900380074,0.43,0.0038030424339471573,0.4749498997995992,True,0,18,34,False,156,0.9591314882016284
5,17,0.02602602602602603,0.7024048096192385,0.218,0.505,0.621,0,0.7000000000000001,False,7,0.9769769769769769,0.7025125628140703,1.0,8,0.193635544881417,True,16,0.9513902780556112,0.96,0.32365892714171335,0.04809619238476954,False,15,3,25,False,39,0.9464308356452644
0,13,0.06606606606606606,0.8727454909819639,0.778,0.073,0.4,0,0.76,True,12,0.08108108108108107,0.24924623115577887,0.8,7,0.3948764134894427,True,4,0.8781756351270255,0.61,0.5368294635708566,0.6102204408817635,False,21,19,33,True,15,1.7168115570480298
4,3,0.19319319319319317,0.13527054108216433,0.512,0.149,0.813,2,0.42,True,4,1.0,0.8492462311557789,0.0,7,0.5644951466026218,False,18,0.395879175835167,0.9199999999999999,0.5748598879103282,0.4829659318637274,True,20,13,13,False,13,0.8404637342753575
3,27,0.4314314314314315,0.8997995991983968,0.095,0.256,0.623,1,0.02,True,7,0.16216216216216214,0.4592964824120603,0.9,5,0.05403782647853499,False,17,0.8507701540308061,0.5900000000000001,0.860888710968775,0.19639278557114226,True,10,3,34,False,96,1.4262310306298283
3,25,0.43043043043043044,0.5601202404809619,0.541,0.823,0.081,0,0.26,False,13,0.7197197197197198,0.08040201005025126,0.4,0,0.055038526968878225,False,11,0.15363072614522905,1.0,0.0688550840672538,0.08016032064128256,False,19,22,30,True,223,1.5315506709113924
2,3,0.2692692692692693,0.2665330661322645,0.184,0.9690000000000001,0.25,2,0.32,True,3,0.6946946946946947,0.08241206030150755,0.8,7,0.778845191634144,True,17,0.5201040208041608,0.32000000000000006,0.9871897518014411,0.6563126252505009,False,9,10,39,False,312,0.7198023354015338
3,25,0.23323323323323322,0.7294589178356713,0.302,0.564,0.8570000000000001,0,0.36,False,1,0.3483483483483483,0.7175879396984923,0.6000000000000001,2,0.09816871810267187,True,8,0.397879575915183,0.9400000000000001,0.2986389111289031,0.3687374749498998,False,26,17,17,True,279,1.2646921510689046
5,12,0.5995995995995996,0.8376753507014028,0.741,0.29300000000000004,0.682,1,0.8200000000000001,False,13,0.6486486486486486,0.3527638190954774,0.4,10,0.8688081657160013,True,15,0.9561912382476495,0.53,0.8228582866293034,0.4849699398797595,False,7,1,0,True,347,2.1782749503010024
0,23,0.7277277277277278,0.48997995991983967,0.218,0.22399999999999998,0.73,1,0.96,True,0,0.8868868868868868,0.8552763819095477,0.0,0,0.107475232662864,True,0,0.9061812362472494,0.21000000000000002,0.4577662129703763,0.3977955911823647,False,9,10,11,True,244,1.4357076876475674
5,6,0.28128128128128127,0.7254509018036072,0.04,0.162,0.348,0,1.0,True,17,0.5805805805805806,0.2804020100502513,1.0,6,0.01731211848293806,False,16,0.16103220644128827,0.8400000000000001,0.17273819055244194,0.018036072144288574,False,6,22,22,True,183,1.0467321830848884
0,0,0.6136136136136137,0.6793587174348698,0.095,0.29600000000000004,0.016,2,0.78,False,1,0.7787787787787788,0.32261306532663314,0.2,9,0.6201340938657061,True,9,0.04220844168833767,0.8400000000000001,0.4861889511609287,0.5400801603206413,False,16,15,31,True,159,1.3879723310484833
